School_Name,School_Year,Reported_enrollment,Percent_complete_for_all_immunizations,Percent_conditional,Percent_out_of_compliance,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_complete_for_diphtheria_tetanus,Percent_complete_for_pertussis,Percent_complete_for_measles_mumps_rubella,Percent_complete_for_polio,Percent_complete_for_HepatitisB,Percent_complete_for_varicella,Number_complete_for_all_immunizations,Number_conditional,Number_out_of_compliance,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_incomplete_for_diphtheria_tetanus,Number_incomplete_for_pertussis,Number_incomplete_for_measles_mumps_rubella,Number_incomplete_for_polio,Number_incomplete_for_HepatitisB,Number_incomplete_for_varicella,Reported,School_District,Address,City,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade
COUGAR MOUNTAIN ACADEMY,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,ISSAQUAH SCHOOL DISTRICT,5410 194TH AVE SE,ISSAQUAH,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-5,Y,N
COUGAR MOUNTAIN MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,BETHEL SCHOOL DISTRICT,5108 260TH ST E,GRAHAM,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-8,N,N
COUGAR RIDGE ELEMENTARY,2014-15,96,95.8%,1.0%,0.0%,3.1%,1.0%,2.1%,0.0%,0.0%,99.0%,99.0%,96.9%,96.9%,96.9%,99.0%,92,1,0,3,1,2,0,0,1,1,3,3,3,1,Y,ISSAQUAH SCHOOL DISTRICT,4630 167TH AVE SE,ISSAQUAH,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
COUGAR VALLEY ELEMENTARY,2014-15,73,95.9%,0.0%,1.4%,2.7%,0.0%,2.7%,0.0%,0.0%,97.3%,97.3%,97.3%,97.3%,98.6%,97.3%,70,0,1,2,0,2,0,0,2,2,2,2,1,2,Y,CENTRAL KITSAP SCHOOL DISTRICT,13200 OLYMPIC VIEW RD NW,SILVERDALE,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,PK-6,Y,Y
COULEE CITY ELEMENTARY,2014-15,14,64.3%,0.0%,28.6%,7.1%,7.1%,0.0%,0.0%,0.0%,64.3%,64.3%,71.4%,64.3%,85.7%,71.4%,9,0,4,1,1,0,0,0,5,5,4,5,2,4,Y,COULEE-HARTLINE SCHOOL DISTRICT,410 W LOCUST,COULEE CITY,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K -5,Y,N
COUNTRY HAVEN ACADEMY,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,PASCO SCHOOL DISTRICT,510 COUNTRY HAVEN LP,PASCO,FRANKLIN,EDUCATIONAL SERVICE DISTRICT 123,9-12,N,N
COUNTRYSIDE MONTESSORI SCHOOL,2014-15,12,91.7%,0.0%,0.0%,8.3%,0.0%,8.3%,0.0%,0.0%,91.7%,91.7%,91.7%,91.7%,91.7%,91.7%,11,0,0,1,0,1,0,0,1,1,1,1,1,1,Y,LAKE WASHINGTON SCHOOL DISTRICT,13630 100TH AVE NE BLDG 2,KIRKLAND,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-3,Y,N
COUNTRYSIDE SDA ELEMENTARY,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,REARDAN-EDWALL SCHOOL DISTRICT,12107 W SEVEN MILE RD,SPOKANE,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,1-8,N,Y
COUPEVILLE ELEMENTARY SCHOOL,2014-15,48,83.3%,2.1%,10.4%,4.2%,0.0%,2.1%,2.1%,0.0%,93.8%,93.8%,93.8%,89.6%,91.7%,93.8%,40,1,5,2,0,1,1,0,3,3,3,5,4,3,Y,COUPEVILLE SCHOOL DISTRICT,6 SOUTH MAIN,COUPEVILLE,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-5,Y,N
COUPEVILLE HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,COUPEVILLE SCHOOL DISTRICT,501 SOUTH MAIN,COUPEVILLE,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
COUPEVILLE MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,COUPEVILLE SCHOOL DISTRICT,501 SOUTH MAIN,COUPEVILLE,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,N,Y
COVENANT CHRISTIAN SCHOOL,2014-15,2,50.0%,0.0%,0.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,50.0%,50.0%,50.0%,50.0%,50.0%,1,0,0,1,0,0,1,0,1,1,1,1,1,1,Y,LYNDEN SCHOOL DISTRICT,9088 NORTHWOOD RD,LYNDEN,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K-8,Y,Y
COVENANT HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,TACOMA SCHOOL DISTRICT,620 S SHIRLEY ST,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
COVINGTON ELEMENTARY SCHOOL,2014-15,64,85.9%,0.0%,10.9%,3.1%,0.0%,3.1%,0.0%,0.0%,90.6%,90.6%,90.6%,87.5%,98.4%,90.6%,55,0,7,2,0,2,0,0,6,6,6,8,1,6,Y,KENT SCHOOL DISTRICT,17070 SE WAX ROAD,COVINGTON,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
COVINGTON MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,EVERGREEN SCHOOL DISTRICT (CLARK),11200 NE ROSEWOOD RD,VANCOUVER,CLARK,EDUCATIONAL SERVICE DISTRICT 112,6-8,N,Y
COWEEMAN MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,KELSO SCHOOL DISTRICT,2000 ALLEN ST,KELSO,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,6-8,N,Y
COWLITZ PRAIRIE ACADEMY (TOLEDO ALTERNATIVE OPTIONS),2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,TOLEDO SCHOOL DISTRICT,PO BOX 469,TOLEDO,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,7-12,N,N
CREEKSIDE ELEMENTARY,2014-15,103,95.1%,0.0%,0.0%,4.9%,1.9%,2.9%,0.0%,0.0%,98.1%,98.1%,98.1%,98.1%,97.1%,95.1%,98,0,0,5,2,3,0,0,2,2,2,2,3,5,Y,ISSAQUAH SCHOOL DISTRICT,20777 SE 16TH ST.,SAMMAMISH,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
CRESCENT HARBOR ELEM,2014-15,69,92.8%,2.9%,0.0%,4.3%,0.0%,4.3%,0.0%,0.0%,94.2%,94.2%,95.7%,95.7%,94.2%,95.7%,64,2,0,3,0,3,0,0,4,4,3,3,4,3,Y,OAK HARBOR SCHOOL DISTRICT,330 E. CRESCENT HARBOR RD.,OAK HARBOR,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,Y,N
CRESCENT HEIGHTS ELEMENTARY SCHOOL,2014-15,79,87.3%,1.3%,1.3%,10.1%,3.8%,5.1%,0.0%,1.3%,93.7%,94.9%,91.1%,93.7%,92.4%,91.1%,69,1,1,8,3,4,0,1,5,4,7,5,6,7,Y,TACOMA SCHOOL DISTRICT,4110 NASSAU AVE NE,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
CRESCENT SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,CRESCENT SCHOOL DISTRICT,50350 HWY 112,JOYCE,CLALLAM,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -12,Y,Y
CRESTLINE ELEMENTARY SCHOOL,2014-15,87,71.3%,1.1%,21.8%,5.7%,0.0%,4.6%,0.0%,1.1%,81.6%,81.6%,82.8%,78.2%,87.4%,75.9%,62,1,19,5,0,4,0,1,16,16,15,19,11,21,Y,EVERGREEN SCHOOL DISTRICT (CLARK),13003 SE SEVENTH STREET,VANCOUVER,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -5,Y,N
CRESTON ELEMENTARY,2014-15,8,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CRESTON SCHOOL DISTRICT,PO BOX 17,CRESTON,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,K -6,Y,Y
CRESTON JR-SR HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CRESTON SCHOOL DISTRICT,PO BOX 17,CRESTON,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,7-12,N,N
CRESTVIEW CHRISTIAN SCHOOL,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,MOSES LAKE SCHOOL DISTRICT,1601 W VALLEY RD,MOSES LAKE,GRANT,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,K-9,Y,Y
CRESTWOOD ELEMENTARY,2014-15,70,85.7%,2.9%,0.0%,11.4%,0.0%,10.0%,1.4%,0.0%,87.1%,87.1%,88.6%,88.6%,92.9%,88.6%,60,2,0,8,0,7,1,0,9,9,8,8,5,8,Y,SUMNER SCHOOL DISTRICT,3914 W TAPPS DR E,BONNEY LAKE,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
CRESTWOOD ELEMENTARY SCHOOL,2014-15,66,84.8%,0.0%,7.6%,7.6%,1.5%,7.6%,0.0%,0.0%,90.9%,90.9%,89.4%,90.9%,92.4%,89.4%,56,0,5,5,1,5,0,0,6,6,7,6,5,7,Y,KENT SCHOOL DISTRICT,25225 180TH AVE SE,COVINGTON,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
CROSSPOINT CHRISTIAN SCHOOL,2014-15,13,76.9%,23.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,84.6%,84.6%,84.6%,76.9%,84.6%,84.6%,10,3,0,0,0,0,0,0,2,2,2,3,2,2,Y,CENTRAL KITSAP SCHOOL DISTRICT,4012 CHICO WAY NW,BREMERTON,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K-12,Y,Y
CROSSROADS COMMUNITY SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,QUILCENE SCHOOL DISTRICT,PO BOX 40,QUILCENE,JEFFERSON,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,10-12,N,N
CROSSROADS HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,GRANITE FALLS SCHOOL DISTRICT,307 NORTH ALDER AVENUE,GRANITE FALLS,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
CROWNHILL ELEMENTARY SCHOOL,2014-15,65,69.2%,1.5%,29.2%,0.0%,0.0%,0.0%,0.0%,0.0%,86.2%,86.2%,86.2%,80.0%,92.3%,76.9%,45,1,19,0,0,0,0,0,9,9,9,13,5,15,Y,BREMERTON SCHOOL DISTRICT,1500 ROCKY POINT RD,BREMERTON,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,K -5,Y,N
CRYSTAL SPRINGS ELEMENTARY,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,NORTHSHORE SCHOOL DISTRICT,21615 9 AV SE,BOTHELL,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
CURLEW ELEM & HIGH SCHOOL,2014-15,9,33.3%,11.1%,55.6%,0.0%,0.0%,0.0%,0.0%,0.0%,55.6%,55.6%,55.6%,44.4%,77.8%,44.4%,3,1,5,0,0,0,0,0,4,4,4,5,2,5,Y,CURLEW SCHOOL DISTRICT,PO BOX 370,CURLEW,FERRY,EDUCATIONAL SERVICE DISTRICT 101,K -12,Y,Y
CURTIS JUNIOR HIGH,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,UNIVERSITY PLACE SCHOOL DISTRICT,8901 40TH ST W,UNIVERSITY PLACE,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,8-9,N,N
CURTIS SENIOR HIGH,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,UNIVERSITY PLACE SCHOOL DISTRICT,8425 40TH W,UNIVERSITY PLACE,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-13,N,N
CUSICK JR SR HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CUSICK SCHOOL DISTRICT,305 MONUMENTAL WAY,CUSICK,PEND OREILLE,EDUCATIONAL SERVICE DISTRICT 101,7-12,N,N
CUSTER ELEM,2014-15,57,84.2%,1.8%,1.8%,12.3%,0.0%,12.3%,0.0%,0.0%,87.7%,87.7%,87.7%,87.7%,86.0%,86.0%,48,1,1,7,0,7,0,0,7,7,7,7,8,8,Y,FERNDALE SCHOOL DISTRICT,7660 CUSTER SCHOOL ROAD,CUSTER,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,Y,Y
CUSTER ELEMENTARY SCHOOL,2014-15,54,98.1%,0.0%,0.0%,1.9%,1.9%,0.0%,0.0%,0.0%,100.0%,100.0%,98.1%,100.0%,100.0%,98.1%,53,0,0,1,1,0,0,0,0,0,1,0,0,1,Y,CLOVER PARK SCHOOL DISTRICT,7801 STEILACOOM BLVD SW,LAKEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
CYPRESS ADVENTIST SCHOOL,2014-15,5,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,EDMONDS SCHOOL DISTRICT,21500 CYPRESS WAY,LYNNWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-8,Y,Y
DAFFODIL VALLEY ELEMENTARY,2014-15,96,93.8%,0.0%,5.2%,1.0%,0.0%,1.0%,0.0%,0.0%,94.8%,94.8%,95.8%,94.8%,97.9%,95.8%,90,0,5,1,0,1,0,0,5,5,4,5,2,4,Y,SUMNER SCHOOL DISTRICT,1509 VALLEY AVENUE,SUMNER,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
DALLESPORT ELEMENTARY,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,LYLE SCHOOL DISTRICT,P.O. BOX 529,DALLESPORT,KLICKITAT,EDUCATIONAL SERVICE DISTRICT 112,K -6,Y,Y
DAMMAN ELEMENTARY,2014-15,7,57.1%,0.0%,42.9%,0.0%,0.0%,0.0%,0.0%,0.0%,57.1%,57.1%,57.1%,57.1%,57.1%,57.1%,4,0,3,0,0,0,0,0,3,3,3,3,3,3,Y,DAMMAN SCHOOL DISTRICT,3600 UMPTANUM RD.,ELLENSBURG,KITTITAS,EDUCATIONAL SERVICE DISTRICT 105,K -5,Y,N
DANIEL BAGLEY ELEMENTARY SCHOOL,2014-15,83,77.1%,1.2%,12.0%,9.6%,1.2%,6.0%,1.2%,1.2%,100.0%,100.0%,89.2%,86.7%,85.5%,86.7%,64,1,10,8,1,5,1,1,0,0,9,11,12,11,Y,SEATTLE PUBLIC SCHOOLS,7821 STONE AV N,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
DARRINGTON ELEMENTARY SCHOOL,2014-15,29,86.2%,0.0%,3.4%,10.3%,0.0%,10.3%,3.4%,0.0%,89.7%,89.7%,89.7%,89.7%,93.1%,89.7%,25,0,1,3,0,3,1,0,3,3,3,3,2,3,Y,DARRINGTON SCHOOL DISTRICT,PO BOX 27,DARRINGTON,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,PK-6,Y,Y
DARRINGTON SR HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,DARRINGTON SCHOOL DISTRICT,PO BOX 27,DARRINGTON,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
DARTMOOR SCHOOL--BELLEVUE,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,NORTHSHORE SCHOOL DISTRICT,13401 BEL RED ROAD,BELLEVUE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-12,N,Y
DARTMOOR SCHOOL--ISSAQUAH,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,ISSAQUAH SCHOOL DISTRICT,22500 SE 64TH PL  #130,ISSAQUAH,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-12,N,Y
DARTMOOR SCHOOL--SEATTLE,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SEATTLE PUBLIC SCHOOLS,9618 ROOSEVELT WAY NE,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-12,N,Y
DARTMOOR SCHOOL--WOODINVILLE,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,NORTHSHORE SCHOOL DISTRICT,17305 139TH AVE NE,WOODINVILLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,1-12,N,Y
DAVENPORT ELEMENTARY,2014-15,49,49.0%,0.0%,46.9%,4.1%,0.0%,4.1%,0.0%,0.0%,61.2%,61.2%,63.3%,55.1%,85.7%,63.3%,24,0,23,2,0,2,0,0,19,19,18,22,7,18,Y,DAVENPORT SCHOOL DISTRICT,1101 7TH STREET,DAVENPORT,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,PK-5,Y,N
DAVENPORT SENIOR HIGH SCHOOL,2014-15,49,49.0%,0.0%,46.9%,4.1%,0.0%,4.1%,0.0%,0.0%,61.2%,61.2%,63.3%,55.1%,85.7%,63.3%,24,0,23,2,0,2,0,0,19,19,18,22,7,18,Y,DAVENPORT SCHOOL DISTRICT,801 7TH STREET,DAVENPORT,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,6-12,N,Y
DAVID T. DENNY INTERNATIONAL SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SEATTLE PUBLIC SCHOOLS,8402 30 AV SW,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,N,Y
DAVID WOLFLE ELEMENTARY,2014-15,58,87.9%,0.0%,0.0%,12.1%,8.6%,3.4%,0.0%,0.0%,91.4%,91.4%,93.1%,93.1%,87.9%,93.1%,51,0,0,7,5,2,0,0,5,5,4,4,7,4,Y,NORTH KITSAP SCHOOL DISTRICT,27089 HIGHLAND RD NE,KINGSTON,KITSAP,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,PK-5,Y,N
DAVIS ELEMENTARY,2014-15,112,78.6%,0.9%,18.8%,1.8%,0.0%,0.9%,0.9%,0.0%,83.9%,83.9%,86.6%,85.7%,82.1%,86.6%,88,1,21,2,0,1,1,0,18,18,15,16,20,15,Y,COLLEGE PLACE SCHOOL DISTRICT,31 SE ASH STREET,COLLEGE PLACE,WALLA WALLA,EDUCATIONAL SERVICE DISTRICT 123,PK-3,Y,N
DAVIS HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,YAKIMA SCHOOL DISTRICT,212 S 6TH AVE,YAKIMA,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,9-12,N,N
DAY REPORTING SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,TACOMA SCHOOL DISTRICT,5501 6TH AVENUE,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
DAYBREAK ALTERNATIVE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SPOKANE SCHOOL DISTRICT,628 S COWLEY ST,SPOKANE,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,8-12,N,N
DAYBREAK MIDDLE,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,BATTLE GROUND SCHOOL DISTRICT,1900 NW 20TH AVE,BATTLE GROUND,CLARK,EDUCATIONAL SERVICE DISTRICT 112,5-8,N,Y
DAYBREAK PRIMARY,2014-15,106,61.3%,0.9%,24.5%,13.2%,3.8%,9.4%,0.0%,0.0%,70.8%,70.8%,74.5%,71.7%,74.5%,72.6%,65,1,26,14,4,10,0,0,31,31,27,30,27,29,Y,BATTLE GROUND SCHOOL DISTRICT,1900 NW 20TH AVE,BATTLE GROUND,CLARK,EDUCATIONAL SERVICE DISTRICT 112,PK-4,Y,N
DAYTON ELEMENTARY SCHOOL,2014-15,36,66.7%,0.0%,27.8%,5.6%,5.6%,0.0%,0.0%,0.0%,75.0%,75.0%,83.3%,75.0%,80.6%,77.8%,24,0,10,2,2,0,0,0,9,9,6,9,7,8,Y,DAYTON SCHOOL DISTRICT,302 E PARK,DAYTON,COLUMBIA,EDUCATIONAL SERVICE DISTRICT 123,PK-6,Y,Y
DAYTON HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,DAYTON SCHOOL DISTRICT,614 S THIRD STREET,DAYTON,COLUMBIA,EDUCATIONAL SERVICE DISTRICT 123,9-12,N,N
DAYTON MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,DAYTON SCHOOL DISTRICT,609 S SECOND STREET,DAYTON,COLUMBIA,EDUCATIONAL SERVICE DISTRICT 123,7-8,N,N
DEARBORN PARK ELEMENTARY SCHOOL,2014-15,78,41.0%,0.0%,55.1%,3.8%,1.3%,3.8%,0.0%,0.0%,100.0%,100.0%,57.7%,53.8%,71.8%,53.8%,32,0,43,3,1,3,0,0,0,0,33,36,22,36,Y,SEATTLE PUBLIC SCHOOLS,2820 S ORCAS ST,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,Y,N
DECATUR ELEMENTARY,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,LOPEZ SCHOOL DISTRICT,DECATUR ISLAND,ANACORTES,SKAGIT,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -8,Y,Y
DECATUR HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,FEDERAL WAY SCHOOL DISTRICT,2800 SW 320TH ST,FEDERAL WAY,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,N,N
DEEP CREEK HUTTERIAN SCHOOL,2014-15,1,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,REARDAN-EDWALL SCHOOL DISTRICT,3610 NORTH WOOD RD,REARDAN,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,K-12,Y,Y
