County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP","% Vaccinated:
DTaP","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR","% Vaccinated:
MMR","# Vaccinated:
HepB","% Vaccinated:
HepB","# Vaccinated:
HepA","% Vaccinated:
HepA","# Vaccinated:
Hib","% Vaccinated:
Hib","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP","% Exemption:
DTaP","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
MMR","% Exemption:
MMR","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Exemption:
Hib","% Exemption:
Hib","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted,"# Children
<18 Months"
Multnomah,ALDER STREET LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,18,17,94%,17,94%,17,94%,16,89%,17,94%,17,94%,17,94%,16,89%,2,11%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,0,0
Multnomah,ALL ABOUT KIDS DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,8,2
Multnomah,ALL SAINTS SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,29,28,97%,28,97%,28,97%,28,97%,28,97%,28,97%,28,97%,28,97%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0
Multnomah,AMAZING MINDS LEARNING CENTER BY GOODMAN FAMILY CH,PRESCHOOL / CHILD CARE / HEAD START,20,18,90%,18,90%,19,95%,19,95%,18,90%,18,90%,18,90%,18,90%,2,10%,2,10%,2,10%,1,5%,1,5%,2,10%,2,10%,2,10%,1,5%,0,0%,0,0%,4,8
Multnomah,ANGEL LOFT PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,1
Multnomah,APRENDE CON AMIGOS - IRVINGTON,PRESCHOOL / CHILD CARE / HEAD START,46,43,93%,42,91%,42,91%,44,96%,41,89%,43,93%,43,93%,41,89%,5,11%,3,7%,4,9%,4,9%,2,4%,5,11%,3,7%,3,7%,2,4%,0,0%,0,0%,0,0
Multnomah,APRENDE CON AMIGOS PRESCHOOL ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,55,54,98%,52,95%,51,93%,54,98%,52,95%,51,93%,54,98%,50,91%,5,9%,1,2%,3,5%,4,7%,1,2%,3,5%,4,7%,1,2%,1,2%,0,0%,0,0%,1,0
Multnomah,ARTISTATOTS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,ASCENSION EARLY CHILDHOOD CTR,PRESCHOOL / CHILD CARE / HEAD START,17,16,94%,16,94%,16,94%,16,94%,16,94%,16,94%,16,94%,16,94%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,0,0
Multnomah,ASHLEY'S BABYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,ASHLEY'S DAY CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,ATLAS IMMERSION ACADEMY - GABRIEL PARK,PRESCHOOL / CHILD CARE / HEAD START,75,73,97%,72,96%,70,93%,73,97%,70,93%,71,95%,73,97%,69,92%,6,8%,2,3%,3,4%,5,7%,2,3%,5,7%,4,5%,2,3%,2,3%,0,0%,0,0%,0,12
Multnomah,ATLAS IMMERSION ACADEMY - HAWTHORNE,PRESCHOOL / CHILD CARE / HEAD START,28,27,96%,27,96%,27,96%,27,96%,27,96%,27,96%,27,96%,27,96%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,0,4
Multnomah,B' S PRESCHOOL LLC,PRESCHOOL / CHILD CARE / HEAD START,16,14,88%,14,88%,14,88%,14,88%,14,88%,14,88%,14,88%,14,88%,2,13%,0,0%,1,6%,2,13%,2,13%,1,6%,2,13%,0,0%,0,0%,0,0%,0,0%,1,0
Multnomah,B' S PRESCHOOL LLC - NORTH,PRESCHOOL / CHILD CARE / HEAD START,11,9,82%,9,82%,9,82%,9,82%,9,82%,9,82%,9,82%,9,82%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,0,0%,0,0%,0,0
Multnomah,BEAUMONT CHILDREN'S CENTER INC,PRESCHOOL / CHILD CARE / HEAD START,21,21,100%,21,100%,21,100%,21,100%,21,100%,21,100%,21,100%,21,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,BEAUMONT PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,13,12,92%,13,100%,13,100%,13,100%,13,100%,13,100%,12,92%,12,92%,1,8%,1,8%,0,0%,0,0%,0,0%,0,0%,0,0%,1,8%,0,0%,0,0%,0,0%,0,0
Multnomah,BELMONT ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,56,56,100%,55,98%,55,98%,56,100%,54,96%,55,98%,56,100%,54,96%,2,4%,0,0%,1,2%,1,2%,0,0%,2,4%,1,2%,0,0%,0,0%,0,0%,0,0%,0,6
Multnomah,BEST BUDDIES PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,BLOOMING GARDEN PRE-SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,29,28,97%,28,97%,27,93%,28,97%,27,93%,27,93%,27,93%,27,93%,2,7%,1,3%,1,3%,2,7%,1,3%,2,7%,2,7%,2,7%,1,3%,0,0%,0,0%,0,0
Multnomah,BLOOMING ROSE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,BOISE BUDDY'S,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,Boise-Eliot PK-8,PRESCHOOL / CHILD CARE / HEAD START,17,14,82%,14,82%,14,82%,14,82%,14,82%,15,88%,16,94%,14,82%,3,18%,3,18%,3,18%,3,18%,3,18%,3,18%,2,12%,1,6%,1,6%,0,0%,0,0%,0,0
Multnomah,BRIGHTER BEGINNINGS - THE GODDARD SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,36,34,94%,32,89%,32,89%,33,92%,32,89%,32,89%,33,92%,32,89%,4,11%,2,6%,4,11%,4,11%,3,8%,4,11%,4,11%,3,8%,2,6%,0,0%,0,0%,0,20
Multnomah,BROOKLYN COOPERATIVE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,38,33,87%,30,79%,31,82%,34,89%,29,76%,32,84%,31,82%,29,76%,8,21%,4,11%,7,18%,7,18%,4,11%,8,21%,6,16%,7,18%,3,8%,0,0%,0,0%,0,3
Multnomah,BROWN BEAR CARE,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,BUSY BEE FAMILY CHILD CARE #1,PRESCHOOL / CHILD CARE / HEAD START,16,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,BUSY BEE FAMILY CHILD CARE #2,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CAIRO ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,20,19,95%,19,95%,20,100%,20,100%,19,95%,20,100%,20,100%,19,95%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CALVARY COOPERATIVE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,"CARL PARENT CHILD PRESCHOOL, THE",PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CARRIE'S LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CASA FELIZ,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,21
Multnomah,CASITA MONTESSORI SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CATHEDRAL PARK PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,19,18,95%,17,89%,17,89%,18,95%,17,89%,17,89%,18,95%,17,89%,2,11%,2,11%,2,11%,2,11%,1,5%,2,11%,2,11%,1,5%,1,5%,0,0%,0,0%,0,0
Multnomah,CATHEDRAL SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,14,11,79%,11,79%,11,79%,11,79%,10,71%,11,79%,11,79%,10,71%,4,29%,3,21%,3,21%,3,21%,3,21%,4,29%,3,21%,3,21%,3,21%,0,0%,0,0%,0,0
Multnomah,CEDARWOOD WALDORF SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,28,19,68%,19,68%,20,71%,21,75%,19,68%,19,68%,19,68%,19,68%,9,32%,9,32%,9,32%,8,29%,7,25%,9,32%,9,32%,9,32%,7,25%,0,0%,0,0%,0,0
Multnomah,CENTENNIAL HIGH SCHOOL INFANT ROOM & CHILD CARE CT,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CENTENNIAL HIGH SCHOOL- LITTLE EAGLES PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,29,29,100%,29,100%,29,100%,29,100%,29,100%,29,100%,29,100%,29,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CHARLES JORDAN COMMUNITY CENTER,PRESCHOOL / CHILD CARE / HEAD START,30,29,97%,29,97%,30,100%,30,100%,29,97%,30,100%,29,97%,29,97%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,Cherry Park ES,PRESCHOOL / CHILD CARE / HEAD START,58,56,97%,56,97%,56,97%,57,98%,56,97%,56,97%,57,98%,56,97%,2,3%,2,3%,2,3%,2,3%,1,2%,2,3%,2,3%,1,2%,0,0%,0,0%,0,0%,0,0
Multnomah,CHESTNUT GROVE MONTESSORI CHILDREN'S HOUSE,PRESCHOOL / CHILD CARE / HEAD START,15,13,87%,11,73%,13,87%,14,93%,10,67%,12,80%,12,80%,10,67%,5,33%,2,13%,3,20%,2,13%,1,7%,4,27%,3,20%,3,20%,1,7%,0,0%,0,0%,0,0
Multnomah,CHILDPEACE MONTESSORI,PRESCHOOL / CHILD CARE / HEAD START,97,91,94%,88,91%,88,91%,91,94%,82,85%,91,94%,91,94%,81,84%,11,11%,5,5%,9,9%,9,9%,6,6%,11,11%,6,6%,6,6%,3,3%,0,0%,0,0%,0,1
Multnomah,CHILDREN AT HEART DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CHILDREN OF THE KING DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CHILDREN OF THE LIGHT DAY CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,"CHILDREN'S CENTER AT PORTLAND STATE UNIVERSITY, TH",PRESCHOOL / CHILD CARE / HEAD START,30,24,80%,29,97%,30,100%,30,100%,30,100%,30,100%,30,100%,24,80%,3,10%,2,7%,1,3%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,3
Multnomah,CHILDREN'S CLUB INC,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CHILDREN'S ELITE HOME,PRESCHOOL / CHILD CARE / HEAD START,11,10,91%,11,100%,11,100%,11,100%,10,91%,10,91%,11,100%,10,91%,1,9%,0,0%,0,0%,0,0%,0,0%,1,9%,1,9%,0,0%,0,0%,0,0%,0,0%,4,0
Multnomah,CHILDREN'S GARDEN AT FIELD OFFICE,PRESCHOOL / CHILD CARE / HEAD START,48,48,100%,48,100%,47,98%,48,100%,47,98%,47,98%,48,100%,47,98%,1,2%,0,0%,0,0%,1,2%,0,0%,1,2%,1,2%,0,0%,0,0%,0,0%,0,0%,0,16
Multnomah,"CHILDREN'S GARDEN DAYCARE & PRESCHOOL, INC",PRESCHOOL / CHILD CARE / HEAD START,96,94,98%,93,97%,93,97%,95,99%,89,93%,93,97%,94,98%,84,88%,4,4%,2,2%,2,2%,3,3%,1,1%,4,4%,3,3%,2,2%,1,1%,0,0%,0,0%,0,13
Multnomah,CHILDREN'S LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,30,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,10
Multnomah,CHILDREN'S SONG,PRESCHOOL / CHILD CARE / HEAD START,30,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,16
Multnomah,CHILDREN'S VALLEY,PRESCHOOL / CHILD CARE / HEAD START,20,13,65%,14,70%,11,55%,13,65%,12,60%,10,50%,14,70%,10,50%,10,50%,7,35%,6,30%,9,45%,7,35%,8,40%,10,50%,6,30%,5,25%,0,0%,0,0%,0,0
Multnomah,CHILDROOTS FREMONT ANNEX,PRESCHOOL / CHILD CARE / HEAD START,52,52,100%,52,100%,52,100%,52,100%,52,100%,52,100%,52,100%,52,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CHILDROOTS NW,PRESCHOOL / CHILD CARE / HEAD START,93,93,100%,93,100%,93,100%,93,100%,91,98%,92,99%,93,100%,91,98%,2,2%,0,0%,0,0%,0,0%,0,0%,2,2%,1,1%,0,0%,0,0%,0,0%,0,0%,0,16
Multnomah,CHILDROOTS SE CENTER FOR YOUNG CHILDREN,PRESCHOOL / CHILD CARE / HEAD START,109,104,95%,107,98%,108,99%,109,100%,105,96%,107,98%,108,99%,100,92%,5,5%,2,2%,2,2%,1,1%,0,0%,4,4%,2,2%,0,0%,0,0%,0,0%,0,0%,0,20
Multnomah,CHILD'S REACH CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,5
Multnomah,CHILD'S VIEW MONTESSORI SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,25,24,96%,24,96%,24,96%,24,96%,23,92%,24,96%,24,96%,23,92%,2,8%,1,4%,1,4%,1,4%,1,4%,2,8%,1,4%,1,4%,1,4%,0,0%,0,0%,0,0
Multnomah,CHILDSWORK LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,247,233,94%,228,92%,229,93%,236,96%,217,88%,228,92%,232,94%,202,82%,28,11%,14,6%,17,7%,18,7%,11,4%,26,11%,19,8%,15,6%,10,4%,0,0%,0,0%,0,0
Multnomah,CHRISTA'S LITTLE RASCALS DAYCARE AND PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CHRISTINA'S PRE-SCHOOL AT MCCOY VILLAGE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CHRYSALIS FAMILY SUPPORT AND CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CHRYSALIS HOME SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,19,19,100%,18,95%,18,95%,19,100%,16,84%,16,84%,18,95%,16,84%,3,16%,0,0%,1,5%,1,5%,0,0%,3,16%,3,16%,1,5%,0,0%,0,0%,0,0%,0,0
Multnomah,CITY CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,55,51,93%,52,95%,50,91%,51,93%,50,91%,52,95%,53,96%,40,73%,6,11%,2,4%,2,4%,4,7%,2,4%,4,7%,2,4%,2,4%,2,4%,0,0%,0,0%,0,0
Multnomah,CLASS ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,35,34,97%,34,97%,33,94%,34,97%,32,91%,32,91%,35,100%,32,91%,3,9%,1,3%,1,3%,2,6%,1,3%,3,9%,3,9%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CLEAR CREEK PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,18,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,COLUMBIA CHRISTIAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CONCORDIA MONTESSORI,PRESCHOOL / CHILD CARE / HEAD START,18,17,94%,17,94%,17,94%,18,100%,15,83%,17,94%,17,94%,15,83%,2,11%,1,6%,1,6%,1,6%,0,0%,2,11%,1,6%,1,6%,0,0%,0,0%,0,0%,0,0
Multnomah,Corbett Grade School,PRESCHOOL / CHILD CARE / HEAD START,30,30,100%,28,93%,28,93%,28,93%,28,93%,28,93%,29,97%,28,93%,2,7%,0,0%,2,7%,2,7%,2,7%,2,7%,2,7%,1,3%,0,0%,0,0%,0,0%,0,0
Multnomah,CRAYOLA KIDS CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,CREATIVE MINDS LC-  BROADWAY,PRESCHOOL / CHILD CARE / HEAD START,50,48,96%,49,98%,46,92%,48,96%,46,92%,46,92%,46,92%,46,92%,4,8%,2,4%,2,4%,4,8%,2,4%,4,8%,4,8%,2,4%,2,4%,0,0%,0,0%,0,2
Multnomah,CREATIVE MINDS LC - GATEWAY,PRESCHOOL / CHILD CARE / HEAD START,36,35,97%,35,97%,35,97%,36,100%,35,97%,35,97%,36,100%,35,97%,1,3%,1,3%,1,3%,1,3%,0,0%,1,3%,1,3%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,CREATIVE MINDS LC - SELLWOOD,PRESCHOOL / CHILD CARE / HEAD START,58,56,97%,55,95%,54,93%,55,95%,54,93%,55,95%,56,97%,53,91%,5,9%,2,3%,3,5%,4,7%,3,5%,4,7%,3,5%,1,2%,1,2%,0,0%,0,0%,0,20
Multnomah,CREATIVE MINDS LC - WESTMORELAND,PRESCHOOL / CHILD CARE / HEAD START,45,45,100%,45,100%,45,100%,45,100%,45,100%,45,100%,45,100%,45,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,10
Multnomah,CREATIVE MINDS LC - WOODSTOCK,PRESCHOOL / CHILD CARE / HEAD START,37,37,100%,36,97%,37,100%,37,100%,36,97%,37,100%,37,100%,36,97%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,1
Multnomah,CURIOUS GARDENERS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,DADDY DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,DAVID DOUGLAS CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,38,36,95%,35,92%,35,92%,37,97%,35,92%,35,92%,35,92%,35,92%,3,8%,2,5%,3,8%,3,8%,1,3%,3,8%,3,8%,3,8%,1,3%,0,0%,0,0%,0,8
Multnomah,DAVID DOUGLAS DAY CARE CENTER,PRESCHOOL / CHILD CARE / HEAD START,107,101,94%,101,94%,101,94%,101,94%,101,94%,101,94%,101,94%,101,94%,6,6%,6,6%,6,6%,6,6%,6,6%,6,6%,6,6%,6,6%,6,6%,0,0%,0,0%,40,33
Multnomah,DIMPHIE'S DAY SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,DISCOVERY GARDENS CHILDCARE - COLUMBIA KNOLL,PRESCHOOL / CHILD CARE / HEAD START,18,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,4
Multnomah,DISCOVERY GARDENS CHILDCARE - KENTON,PRESCHOOL / CHILD CARE / HEAD START,23,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,4
Multnomah,DISCOVERY GARDENS CHILDCARE - LOMBARD,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,DISCOVERYLAND CHILD CARE CTR,PRESCHOOL / CHILD CARE / HEAD START,60,58,97%,58,97%,58,97%,58,97%,58,97%,58,97%,58,97%,58,97%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,0,0%,0,0%,0,15
Multnomah,DOUBLE D PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,24,23,96%,23,96%,23,96%,22,92%,22,92%,22,92%,22,92%,22,92%,2,8%,1,4%,1,4%,1,4%,2,8%,2,8%,2,8%,2,8%,1,4%,0,0%,0,0%,0,0
Multnomah,DOVE CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,DRAGONFLY PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,20,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,DUNIWAY ALL STARS CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,23,22,96%,22,96%,22,96%,22,96%,22,96%,22,96%,22,96%,22,96%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,0,0
Multnomah,Earl Boyles ES,PRESCHOOL / CHILD CARE / HEAD START,91,89,98%,90,99%,91,100%,91,100%,90,99%,91,100%,91,100%,89,98%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,EARLY LEARNING KINGDOM,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,1
Multnomah,"EARTH TORTOISE SCHOOL LLC, THE",PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah,EAST PORTLAND COMMUNITY CENTER,PRESCHOOL / CHILD CARE / HEAD START,38,38,100%,38,100%,37,97%,38,100%,38,100%,38,100%,38,100%,37,97%,1,3%,0,0%,0,0%,1,3%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Multnomah,EASY SPIRIT CHILD CARE LLC,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
